Timestamp,Source_Node,Dest_Node,Link_Type,RSVP_TE_Latency_ms,OSPF_Cost_Metric,Jitter_ms,WAN_Path_Score,BGP_Peer_Flaps,IPSec_Tunnel_Status,Interface_Drop_Rate_Pct,Link_Failed
2026-07-01 16:26:26.225240,Hub-Core,Launch-Site-A,MPLS,19.0,20.0,,,1,1,0.16,0
2026-07-01 16:26:26.225240,Hub-Core,Tracking-North,MPLS,25.0,20.0,,,1,1,0.13,0
2026-07-01 16:26:26.225240,Hub-Core,Tracking-South,MPLS,25.0,10.0,,,0,1,0.26,0
2026-07-01 16:26:26.225240,Hub-Core,RnD-Center,MPLS,37.0,10.0,,,0,1,0.12,0
2026-07-01 16:26:26.225240,Hub-Core,HQ-Admin,MPLS,27.0,10.0,,,1,1,0.28,0
2026-07-01 16:26:26.225240,Hub-Core,Overseas-East,SDWAN,,,3.21,89.21,1,1,0.33,0
2026-07-01 16:26:26.225240,Hub-Core,Overseas-West,SDWAN,,,9.99,96.82,0,1,0.35,0
2026-07-01 16:26:26.225240,Hub-Core,Overseas-Island,SDWAN,,,3.95,89.71,0,1,0.19,0
2026-07-01 16:26:26.225240,Launch-Site-A,Tracking-North,MPLS,36.0,10.0,,,0,1,0.19,0
2026-07-01 16:26:26.225240,Tracking-South,RnD-Center,MPLS,23.0,10.0,,,0,1,0.27,0
2026-07-01 16:26:56.225240,Hub-Core,Launch-Site-A,MPLS,24.0,20.0,,,0,1,0.12,0
2026-07-01 16:26:56.225240,Hub-Core,Tracking-North,MPLS,17.0,10.0,,,0,1,0.07,0
2026-07-01 16:26:56.225240,Hub-Core,Tracking-South,MPLS,37.0,20.0,,,1,1,0.18,0
2026-07-01 16:26:56.225240,Hub-Core,RnD-Center,MPLS,13.0,20.0,,,1,1,0.29,0
2026-07-01 16:26:56.225240,Hub-Core,HQ-Admin,MPLS,20.0,10.0,,,0,1,0.08,0
2026-07-01 16:26:56.225240,Hub-Core,Overseas-East,SDWAN,,,3.0,84.14,0,1,0.36,0
2026-07-01 16:26:56.225240,Hub-Core,Overseas-West,SDWAN,,,9.49,93.27,1,1,0.27,0
2026-07-01 16:26:56.225240,Hub-Core,Overseas-Island,SDWAN,,,5.94,92.16,1,1,0.43,0
2026-07-01 16:26:56.225240,Launch-Site-A,Tracking-North,MPLS,40.0,20.0,,,1,1,0.03,0
2026-07-01 16:26:56.225240,Tracking-South,RnD-Center,MPLS,40.0,20.0,,,1,1,0.01,0
2026-07-01 16:27:26.225240,Hub-Core,Launch-Site-A,MPLS,37.0,20.0,,,0,1,0.25,0
2026-07-01 16:27:26.225240,Hub-Core,Tracking-North,MPLS,39.0,20.0,,,1,1,0.14,0
2026-07-01 16:27:26.225240,Hub-Core,Tracking-South,MPLS,40.0,10.0,,,1,1,0.11,0
2026-07-01 16:27:26.225240,Hub-Core,RnD-Center,MPLS,24.0,10.0,,,1,1,0.05,0
2026-07-01 16:27:26.225240,Hub-Core,HQ-Admin,MPLS,37.0,10.0,,,1,1,0.2,0
2026-07-01 16:27:26.225240,Hub-Core,Overseas-East,SDWAN,,,2.97,87.42,0,1,0.35,0
2026-07-01 16:27:26.225240,Hub-Core,Overseas-West,SDWAN,,,5.68,81.44,0,1,0.12,0
2026-07-01 16:27:26.225240,Hub-Core,Overseas-Island,SDWAN,,,6.21,95.48,1,1,0.42,0
2026-07-01 16:27:26.225240,Launch-Site-A,Tracking-North,MPLS,14.0,10.0,,,0,1,0.22,0
2026-07-01 16:27:26.225240,Tracking-South,RnD-Center,MPLS,16.0,10.0,,,0,1,0.25,0
2026-07-01 16:27:56.225240,Hub-Core,Launch-Site-A,MPLS,34.0,20.0,,,1,1,0.08,0
2026-07-01 16:27:56.225240,Hub-Core,Tracking-North,MPLS,37.0,10.0,,,0,1,0.18,0
2026-07-01 16:27:56.225240,Hub-Core,Tracking-South,MPLS,17.0,20.0,,,1,1,0.24,0
2026-07-01 16:27:56.225240,Hub-Core,RnD-Center,MPLS,28.0,10.0,,,0,1,0.26,0
2026-07-01 16:27:56.225240,Hub-Core,HQ-Admin,MPLS,25.0,10.0,,,0,1,0.24,0
2026-07-01 16:27:56.225240,Hub-Core,Overseas-East,SDWAN,,,6.16,94.09,0,1,0.36,0
2026-07-01 16:27:56.225240,Hub-Core,Overseas-West,SDWAN,,,6.88,89.61,0,1,0.41,0
2026-07-01 16:27:56.225240,Hub-Core,Overseas-Island,SDWAN,,,7.01,87.24,1,1,0.29,0
2026-07-01 16:27:56.225240,Launch-Site-A,Tracking-North,MPLS,10.0,20.0,,,1,1,0.24,0
2026-07-01 16:27:56.225240,Tracking-South,RnD-Center,MPLS,32.0,20.0,,,1,1,0.11,0
2026-07-01 16:28:26.225240,Hub-Core,Launch-Site-A,MPLS,179.0,120.0,,,12,1,11.0,0
2026-07-01 16:28:26.225240,Hub-Core,Tracking-North,MPLS,365.0,80.0,,,9,1,18.15,0
2026-07-01 16:28:26.225240,Hub-Core,Tracking-South,MPLS,346.0,80.0,,,12,0,7.59,0
2026-07-01 16:28:26.225240,Hub-Core,RnD-Center,MPLS,340.0,120.0,,,8,1,6.79,0
2026-07-01 16:28:26.225240,Hub-Core,HQ-Admin,MPLS,244.0,100.0,,,7,1,11.94,0
2026-07-01 16:28:26.225240,Hub-Core,Overseas-East,SDWAN,,,140.91,34.28,8,1,13.95,0
2026-07-01 16:28:26.225240,Hub-Core,Overseas-West,SDWAN,,,76.65,12.93,4,1,22.8,0
2026-07-01 16:28:26.225240,Hub-Core,Overseas-Island,SDWAN,,,47.43,30.43,10,0,18.6,0
2026-07-01 16:28:26.225240,Launch-Site-A,Tracking-North,MPLS,164.0,100.0,,,4,1,6.92,0
2026-07-01 16:28:26.225240,Tracking-South,RnD-Center,MPLS,429.0,120.0,,,6,1,18.3,0
2026-07-01 16:28:56.225240,Hub-Core,Launch-Site-A,MPLS,28.0,20.0,,,0,1,0.09,0
2026-07-01 16:28:56.225240,Hub-Core,Tracking-North,MPLS,34.0,20.0,,,0,1,0.07,0
2026-07-01 16:28:56.225240,Hub-Core,Tracking-South,MPLS,19.0,20.0,,,1,1,0.01,0
2026-07-01 16:28:56.225240,Hub-Core,RnD-Center,MPLS,39.0,20.0,,,0,1,0.23,0
2026-07-01 16:28:56.225240,Hub-Core,HQ-Admin,MPLS,16.0,20.0,,,1,1,0.29,0
2026-07-01 16:28:56.225240,Hub-Core,Overseas-East,SDWAN,,,5.41,95.18,0,1,0.37,0
2026-07-01 16:28:56.225240,Hub-Core,Overseas-West,SDWAN,,,5.02,82.25,0,1,0.15,0
2026-07-01 16:28:56.225240,Hub-Core,Overseas-Island,SDWAN,,,9.8,80.18,0,1,0.11,0
2026-07-01 16:28:56.225240,Launch-Site-A,Tracking-North,MPLS,22.0,10.0,,,1,1,0.29,0
2026-07-01 16:28:56.225240,Tracking-South,RnD-Center,MPLS,11.0,10.0,,,0,1,0.15,0
2026-07-01 16:29:26.225240,Hub-Core,Launch-Site-A,MPLS,29.0,20.0,,,1,1,0.11,0
2026-07-01 16:29:26.225240,Hub-Core,Tracking-North,MPLS,25.0,20.0,,,1,1,0.23,0
2026-07-01 16:29:26.225240,Hub-Core,Tracking-South,MPLS,11.0,10.0,,,0,1,0.1,0
2026-07-01 16:29:26.225240,Hub-Core,RnD-Center,MPLS,14.0,10.0,,,0,1,0.13,0
2026-07-01 16:29:26.225240,Hub-Core,HQ-Admin,MPLS,31.0,10.0,,,0,1,0.03,0
2026-07-01 16:29:26.225240,Hub-Core,Overseas-East,SDWAN,,,2.16,84.73,0,1,0.06,0
2026-07-01 16:29:26.225240,Hub-Core,Overseas-West,SDWAN,,,2.68,95.94,0,1,0.22,0
2026-07-01 16:29:26.225240,Hub-Core,Overseas-Island,SDWAN,,,3.25,83.4,0,1,0.02,0
2026-07-01 16:29:26.225240,Launch-Site-A,Tracking-North,MPLS,37.0,10.0,,,0,1,0.04,0
2026-07-01 16:29:26.225240,Tracking-South,RnD-Center,MPLS,36.0,10.0,,,0,1,0.1,0
2026-07-01 16:29:56.225240,Hub-Core,Launch-Site-A,MPLS,27.0,10.0,,,1,1,0.0,0
2026-07-01 16:29:56.225240,Hub-Core,Tracking-North,MPLS,14.0,10.0,,,0,1,0.16,0
2026-07-01 16:29:56.225240,Hub-Core,Tracking-South,MPLS,31.0,20.0,,,0,1,0.04,0
2026-07-01 16:29:56.225240,Hub-Core,RnD-Center,MPLS,30.0,20.0,,,0,1,0.21,0
2026-07-01 16:29:56.225240,Hub-Core,HQ-Admin,MPLS,30.0,10.0,,,0,1,0.25,0
2026-07-01 16:29:56.225240,Hub-Core,Overseas-East,SDWAN,,,4.56,96.76,0,1,0.07,0
2026-07-01 16:29:56.225240,Hub-Core,Overseas-West,SDWAN,,,8.69,84.76,0,1,0.04,0
2026-07-01 16:29:56.225240,Hub-Core,Overseas-Island,SDWAN,,,9.71,97.44,1,1,0.13,0
2026-07-01 16:29:56.225240,Launch-Site-A,Tracking-North,MPLS,14.0,20.0,,,1,1,0.29,0
2026-07-01 16:29:56.225240,Tracking-South,RnD-Center,MPLS,22.0,20.0,,,1,1,0.09,0
2026-07-01 16:30:26.225240,Hub-Core,Launch-Site-A,MPLS,20.0,20.0,,,1,1,0.29,0
2026-07-01 16:30:26.225240,Hub-Core,Tracking-North,MPLS,10.0,10.0,,,1,1,0.14,0
2026-07-01 16:30:26.225240,Hub-Core,Tracking-South,MPLS,30.0,10.0,,,1,1,0.02,0
2026-07-01 16:30:26.225240,Hub-Core,RnD-Center,MPLS,19.0,10.0,,,0,1,0.03,0
2026-07-01 16:30:26.225240,Hub-Core,HQ-Admin,MPLS,13.0,20.0,,,1,1,0.02,0
2026-07-01 16:30:26.225240,Hub-Core,Overseas-East,SDWAN,,,9.3,82.05,0,1,0.2,0
2026-07-01 16:30:26.225240,Hub-Core,Overseas-West,SDWAN,,,2.63,83.42,1,1,0.19,0
2026-07-01 16:30:26.225240,Hub-Core,Overseas-Island,SDWAN,,,4.46,96.08,1,1,0.38,0
2026-07-01 16:30:26.225240,Launch-Site-A,Tracking-North,MPLS,11.0,20.0,,,1,1,0.05,0
2026-07-01 16:30:26.225240,Tracking-South,RnD-Center,MPLS,34.0,20.0,,,1,1,0.04,0
2026-07-01 16:30:56.225240,Hub-Core,Launch-Site-A,MPLS,32.0,10.0,,,0,1,0.19,0
2026-07-01 16:30:56.225240,Hub-Core,Tracking-North,MPLS,13.0,10.0,,,0,1,0.11,0
2026-07-01 16:30:56.225240,Hub-Core,Tracking-South,MPLS,21.0,10.0,,,0,1,0.02,0
2026-07-01 16:30:56.225240,Hub-Core,RnD-Center,MPLS,35.0,20.0,,,0,1,0.24,0
2026-07-01 16:30:56.225240,Hub-Core,HQ-Admin,MPLS,39.0,10.0,,,0,1,0.12,0
2026-07-01 16:30:56.225240,Hub-Core,Overseas-East,SDWAN,,,2.58,83.84,1,1,0.34,0
2026-07-01 16:30:56.225240,Hub-Core,Overseas-West,SDWAN,,,4.88,81.16,1,1,0.27,0
2026-07-01 16:30:56.225240,Hub-Core,Overseas-Island,SDWAN,,,4.4,99.92,0,1,0.13,0
2026-07-01 16:30:56.225240,Launch-Site-A,Tracking-North,MPLS,23.0,20.0,,,1,1,0.11,0
2026-07-01 16:30:56.225240,Tracking-South,RnD-Center,MPLS,10.0,20.0,,,1,1,0.29,0
2026-07-01 16:31:26.225240,Hub-Core,Launch-Site-A,MPLS,13.0,20.0,,,1,1,0.08,0
2026-07-01 16:31:26.225240,Hub-Core,Tracking-North,MPLS,32.0,20.0,,,1,1,0.05,0
2026-07-01 16:31:26.225240,Hub-Core,Tracking-South,MPLS,25.0,20.0,,,0,1,0.07,0
2026-07-01 16:31:26.225240,Hub-Core,RnD-Center,MPLS,26.0,20.0,,,0,1,0.15,0
2026-07-01 16:31:26.225240,Hub-Core,HQ-Admin,MPLS,25.0,20.0,,,1,1,0.14,0
2026-07-01 16:31:26.225240,Hub-Core,Overseas-East,SDWAN,,,3.98,96.72,1,1,0.2,0
2026-07-01 16:31:26.225240,Hub-Core,Overseas-West,SDWAN,,,9.89,87.18,1,1,0.37,0
2026-07-01 16:31:26.225240,Hub-Core,Overseas-Island,SDWAN,,,9.89,92.25,1,1,0.36,0
2026-07-01 16:31:26.225240,Launch-Site-A,Tracking-North,MPLS,29.0,10.0,,,0,1,0.28,0
2026-07-01 16:31:26.225240,Tracking-South,RnD-Center,MPLS,14.0,10.0,,,0,1,0.09,0
2026-07-01 16:31:56.225240,Hub-Core,Launch-Site-A,MPLS,33.0,10.0,,,1,1,0.02,0
2026-07-01 16:31:56.225240,Hub-Core,Tracking-North,MPLS,24.0,10.0,,,1,1,0.12,0
2026-07-01 16:31:56.225240,Hub-Core,Tracking-South,MPLS,29.0,20.0,,,0,1,0.16,0
2026-07-01 16:31:56.225240,Hub-Core,RnD-Center,MPLS,25.0,20.0,,,0,1,0.09,0
2026-07-01 16:31:56.225240,Hub-Core,HQ-Admin,MPLS,40.0,20.0,,,0,1,0.2,0
2026-07-01 16:31:56.225240,Hub-Core,Overseas-East,SDWAN,,,8.47,82.42,0,1,0.05,0
2026-07-01 16:31:56.225240,Hub-Core,Overseas-West,SDWAN,,,1.69,94.4,0,1,0.15,0
2026-07-01 16:31:56.225240,Hub-Core,Overseas-Island,SDWAN,,,8.34,84.4,1,1,0.22,0
2026-07-01 16:31:56.225240,Launch-Site-A,Tracking-North,MPLS,12.0,20.0,,,1,1,0.1,0
2026-07-01 16:31:56.225240,Tracking-South,RnD-Center,MPLS,23.0,10.0,,,1,1,0.17,0
2026-07-01 16:32:26.225240,Hub-Core,Launch-Site-A,MPLS,29.0,10.0,,,1,1,0.13,0
2026-07-01 16:32:26.225240,Hub-Core,Tracking-North,MPLS,34.0,20.0,,,1,1,0.16,0
2026-07-01 16:32:26.225240,Hub-Core,Tracking-South,MPLS,31.0,10.0,,,1,1,0.03,0
2026-07-01 16:32:26.225240,Hub-Core,RnD-Center,MPLS,35.0,10.0,,,0,1,0.04,0
2026-07-01 16:32:26.225240,Hub-Core,HQ-Admin,MPLS,37.0,20.0,,,1,1,0.06,0
2026-07-01 16:32:26.225240,Hub-Core,Overseas-East,SDWAN,,,3.54,91.6,0,1,0.23,0
2026-07-01 16:32:26.225240,Hub-Core,Overseas-West,SDWAN,,,5.05,98.86,0,1,0.22,0
2026-07-01 16:32:26.225240,Hub-Core,Overseas-Island,SDWAN,,,2.92,95.82,0,1,0.08,0
2026-07-01 16:32:26.225240,Launch-Site-A,Tracking-North,MPLS,38.0,10.0,,,0,1,0.29,0
2026-07-01 16:32:26.225240,Tracking-South,RnD-Center,MPLS,30.0,10.0,,,0,1,0.24,0
2026-07-01 16:32:56.225240,Hub-Core,Launch-Site-A,MPLS,29.0,20.0,,,1,1,0.12,0
2026-07-01 16:32:56.225240,Hub-Core,Tracking-North,MPLS,19.0,20.0,,,1,1,0.13,0
2026-07-01 16:32:56.225240,Hub-Core,Tracking-South,MPLS,37.0,10.0,,,1,1,0.15,0
2026-07-01 16:32:56.225240,Hub-Core,RnD-Center,MPLS,17.0,10.0,,,0,1,0.11,0
2026-07-01 16:32:56.225240,Hub-Core,HQ-Admin,MPLS,23.0,20.0,,,0,1,0.12,0
2026-07-01 16:32:56.225240,Hub-Core,Overseas-East,SDWAN,,,8.73,88.99,0,1,0.12,0
2026-07-01 16:32:56.225240,Hub-Core,Overseas-West,SDWAN,,,3.19,80.49,0,1,0.13,0
2026-07-01 16:32:56.225240,Hub-Core,Overseas-Island,SDWAN,,,5.66,81.51,1,1,0.34,0
2026-07-01 16:32:56.225240,Launch-Site-A,Tracking-North,MPLS,33.0,20.0,,,0,1,0.1,0
2026-07-01 16:32:56.225240,Tracking-South,RnD-Center,MPLS,16.0,20.0,,,1,1,0.08,0
2026-07-01 16:33:26.225240,Hub-Core,Launch-Site-A,MPLS,32.0,10.0,,,1,1,0.28,0
2026-07-01 16:33:26.225240,Hub-Core,Tracking-North,MPLS,22.0,10.0,,,1,1,0.04,0
2026-07-01 16:33:26.225240,Hub-Core,Tracking-South,MPLS,36.0,20.0,,,1,1,0.14,0
2026-07-01 16:33:26.225240,Hub-Core,RnD-Center,MPLS,18.0,20.0,,,1,1,0.11,0
2026-07-01 16:33:26.225240,Hub-Core,HQ-Admin,MPLS,34.0,20.0,,,0,1,0.03,0
2026-07-01 16:33:26.225240,Hub-Core,Overseas-East,SDWAN,,,1.86,82.31,0,1,0.5,0
2026-07-01 16:33:26.225240,Hub-Core,Overseas-West,SDWAN,,,7.24,81.69,0,1,0.22,0
2026-07-01 16:33:26.225240,Hub-Core,Overseas-Island,SDWAN,,,6.98,93.0,0,1,0.34,0
2026-07-01 16:33:26.225240,Launch-Site-A,Tracking-North,MPLS,31.0,10.0,,,1,1,0.18,0
2026-07-01 16:33:26.225240,Tracking-South,RnD-Center,MPLS,22.0,10.0,,,1,1,0.09,0
2026-07-01 16:33:56.225240,Hub-Core,Launch-Site-A,MPLS,10.0,10.0,,,1,1,0.13,0
2026-07-01 16:33:56.225240,Hub-Core,Tracking-North,MPLS,27.0,10.0,,,1,1,0.08,0
2026-07-01 16:33:56.225240,Hub-Core,Tracking-South,MPLS,28.0,20.0,,,1,1,0.25,0
2026-07-01 16:33:56.225240,Hub-Core,RnD-Center,MPLS,10.0,10.0,,,1,1,0.27,0
2026-07-01 16:33:56.225240,Hub-Core,HQ-Admin,MPLS,30.0,20.0,,,0,1,0.23,0
2026-07-01 16:33:56.225240,Hub-Core,Overseas-East,SDWAN,,,3.47,93.76,0,1,0.33,0
2026-07-01 16:33:56.225240,Hub-Core,Overseas-West,SDWAN,,,7.34,90.17,0,1,0.38,0
2026-07-01 16:33:56.225240,Hub-Core,Overseas-Island,SDWAN,,,1.55,84.92,1,1,0.08,0
2026-07-01 16:33:56.225240,Launch-Site-A,Tracking-North,MPLS,17.0,10.0,,,1,1,0.05,0
2026-07-01 16:33:56.225240,Tracking-South,RnD-Center,MPLS,12.0,20.0,,,0,1,0.04,0
2026-07-01 16:34:26.225240,Hub-Core,Launch-Site-A,MPLS,34.0,10.0,,,0,1,0.25,0
2026-07-01 16:34:26.225240,Hub-Core,Tracking-North,MPLS,11.0,10.0,,,0,1,0.21,0
2026-07-01 16:34:26.225240,Hub-Core,Tracking-South,MPLS,12.0,10.0,,,1,1,0.25,0
2026-07-01 16:34:26.225240,Hub-Core,RnD-Center,MPLS,28.0,20.0,,,1,1,0.03,0
2026-07-01 16:34:26.225240,Hub-Core,HQ-Admin,MPLS,12.0,10.0,,,1,1,0.07,0
2026-07-01 16:34:26.225240,Hub-Core,Overseas-East,SDWAN,,,4.13,83.6,1,1,0.36,0
2026-07-01 16:34:26.225240,Hub-Core,Overseas-West,SDWAN,,,3.38,97.06,0,1,0.26,0
2026-07-01 16:34:26.225240,Hub-Core,Overseas-Island,SDWAN,,,5.75,96.8,1,1,0.1,0
2026-07-01 16:34:26.225240,Launch-Site-A,Tracking-North,MPLS,21.0,20.0,,,1,1,0.18,0
2026-07-01 16:34:26.225240,Tracking-South,RnD-Center,MPLS,12.0,20.0,,,1,1,0.03,0
2026-07-01 16:34:56.225240,Hub-Core,Launch-Site-A,MPLS,26.0,10.0,,,0,1,0.1,0
2026-07-01 16:34:56.225240,Hub-Core,Tracking-North,MPLS,28.0,20.0,,,0,1,0.28,0
2026-07-01 16:34:56.225240,Hub-Core,Tracking-South,MPLS,24.0,10.0,,,0,1,0.06,0
2026-07-01 16:34:56.225240,Hub-Core,RnD-Center,MPLS,11.0,10.0,,,0,1,0.21,0
2026-07-01 16:34:56.225240,Hub-Core,HQ-Admin,MPLS,16.0,20.0,,,0,1,0.12,0
2026-07-01 16:34:56.225240,Hub-Core,Overseas-East,SDWAN,,,1.57,99.7,0,1,0.37,0
2026-07-01 16:34:56.225240,Hub-Core,Overseas-West,SDWAN,,,5.29,87.19,1,1,0.17,0
2026-07-01 16:34:56.225240,Hub-Core,Overseas-Island,SDWAN,,,3.77,84.55,0,1,0.36,0
2026-07-01 16:34:56.225240,Launch-Site-A,Tracking-North,MPLS,18.0,10.0,,,1,1,0.03,0
2026-07-01 16:34:56.225240,Tracking-South,RnD-Center,MPLS,10.0,10.0,,,0,1,0.11,0
2026-07-01 16:35:26.225240,Hub-Core,Launch-Site-A,MPLS,30.0,20.0,,,0,1,0.27,0
2026-07-01 16:35:26.225240,Hub-Core,Tracking-North,MPLS,27.0,20.0,,,0,1,0.11,0
2026-07-01 16:35:26.225240,Hub-Core,Tracking-South,MPLS,36.0,20.0,,,0,1,0.29,0
2026-07-01 16:35:26.225240,Hub-Core,RnD-Center,MPLS,32.0,20.0,,,0,1,0.16,0
2026-07-01 16:35:26.225240,Hub-Core,HQ-Admin,MPLS,24.0,10.0,,,1,1,0.18,0
2026-07-01 16:35:26.225240,Hub-Core,Overseas-East,SDWAN,,,7.61,98.93,0,1,0.49,0
2026-07-01 16:35:26.225240,Hub-Core,Overseas-West,SDWAN,,,3.61,99.17,1,1,0.47,0
2026-07-01 16:35:26.225240,Hub-Core,Overseas-Island,SDWAN,,,6.06,98.43,1,1,0.45,0
2026-07-01 16:35:26.225240,Launch-Site-A,Tracking-North,MPLS,25.0,10.0,,,1,1,0.07,0
2026-07-01 16:35:26.225240,Tracking-South,RnD-Center,MPLS,15.0,20.0,,,0,1,0.27,0
2026-07-01 16:35:56.225240,Hub-Core,Launch-Site-A,MPLS,30.0,10.0,,,0,1,0.12,0
2026-07-01 16:35:56.225240,Hub-Core,Tracking-North,MPLS,29.0,20.0,,,0,1,0.13,0
2026-07-01 16:35:56.225240,Hub-Core,Tracking-South,MPLS,23.0,10.0,,,1,1,0.11,0
2026-07-01 16:35:56.225240,Hub-Core,RnD-Center,MPLS,10.0,20.0,,,1,1,0.28,0
2026-07-01 16:35:56.225240,Hub-Core,HQ-Admin,MPLS,34.0,20.0,,,1,1,0.18,0
2026-07-01 16:35:56.225240,Hub-Core,Overseas-East,SDWAN,,,3.38,98.09,0,1,0.44,0
2026-07-01 16:35:56.225240,Hub-Core,Overseas-West,SDWAN,,,9.97,84.92,0,1,0.34,0
2026-07-01 16:35:56.225240,Hub-Core,Overseas-Island,SDWAN,,,1.33,95.6,0,1,0.38,0
2026-07-01 16:35:56.225240,Launch-Site-A,Tracking-North,MPLS,39.0,10.0,,,1,1,0.13,0
2026-07-01 16:35:56.225240,Tracking-South,RnD-Center,MPLS,12.0,20.0,,,1,1,0.09,0
2026-07-01 16:36:26.225240,Hub-Core,Launch-Site-A,MPLS,37.0,10.0,,,1,1,0.21,0
2026-07-01 16:36:26.225240,Hub-Core,Tracking-North,MPLS,33.0,10.0,,,0,1,0.25,0
2026-07-01 16:36:26.225240,Hub-Core,Tracking-South,MPLS,20.0,10.0,,,0,1,0.29,0
2026-07-01 16:36:26.225240,Hub-Core,RnD-Center,MPLS,23.0,20.0,,,0,1,0.24,0
2026-07-01 16:36:26.225240,Hub-Core,HQ-Admin,MPLS,24.0,20.0,,,0,1,0.0,0
2026-07-01 16:36:26.225240,Hub-Core,Overseas-East,SDWAN,,,7.08,87.84,0,1,0.25,0
2026-07-01 16:36:26.225240,Hub-Core,Overseas-West,SDWAN,,,6.77,91.56,0,1,0.38,0
2026-07-01 16:36:26.225240,Hub-Core,Overseas-Island,SDWAN,,,2.31,99.47,0,1,0.4,0
2026-07-01 16:36:26.225240,Launch-Site-A,Tracking-North,MPLS,39.0,20.0,,,0,1,0.17,0
2026-07-01 16:36:26.225240,Tracking-South,RnD-Center,MPLS,12.0,20.0,,,0,1,0.08,0
2026-07-01 16:36:56.225240,Hub-Core,Launch-Site-A,MPLS,38.0,20.0,,,1,1,0.13,0
2026-07-01 16:36:56.225240,Hub-Core,Tracking-North,MPLS,31.0,10.0,,,1,1,0.29,0
2026-07-01 16:36:56.225240,Hub-Core,Tracking-South,MPLS,39.0,20.0,,,1,1,0.02,0
2026-07-01 16:36:56.225240,Hub-Core,RnD-Center,MPLS,14.0,20.0,,,1,1,0.24,0
2026-07-01 16:36:56.225240,Hub-Core,HQ-Admin,MPLS,37.0,20.0,,,0,1,0.29,0
2026-07-01 16:36:56.225240,Hub-Core,Overseas-East,SDWAN,,,9.63,92.17,1,1,0.41,0
2026-07-01 16:36:56.225240,Hub-Core,Overseas-West,SDWAN,,,3.96,96.75,1,1,0.13,0
2026-07-01 16:36:56.225240,Hub-Core,Overseas-Island,SDWAN,,,8.15,83.78,0,1,0.25,0
2026-07-01 16:36:56.225240,Launch-Site-A,Tracking-North,MPLS,27.0,20.0,,,0,1,0.15,0
2026-07-01 16:36:56.225240,Tracking-South,RnD-Center,MPLS,24.0,20.0,,,0,1,0.08,0
2026-07-01 16:37:26.225240,Hub-Core,Launch-Site-A,MPLS,273.0,80.0,,,12,1,11.61,0
2026-07-01 16:37:26.225240,Hub-Core,Tracking-North,MPLS,416.0,80.0,,,12,1,7.93,0
2026-07-01 16:37:26.225240,Hub-Core,Tracking-South,MPLS,445.0,80.0,,,11,1,10.31,0
2026-07-01 16:37:26.225240,Hub-Core,RnD-Center,MPLS,264.0,80.0,,,4,1,6.79,0
2026-07-01 16:37:26.225240,Hub-Core,HQ-Admin,MPLS,172.0,120.0,,,9,1,16.95,0
2026-07-01 16:37:26.225240,Hub-Core,Overseas-East,SDWAN,,,70.31,20.79,8,0,24.35,0
